GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
aBWRWx,Black Warrior River Waterdog,Necturus alabamensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black Warrior River Waterdog (Necturus alabamensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F75M6409.",United States,"Necturus alabamensis, Black Warrior River Waterdog",Matt Rubino,Jeff Lonneker,AAAAE01010,173628,100237,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Black Warrior River Waterdog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F75M6409,https://www.sciencebase.gov/catalog/item/58fa3f63e4b0b7ea545248b9
aCANEx,Cane Toad,Rhinella marinus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cane Toad (Rhinella marinus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F71V5C74.",United States,"Rhinella marinus, Cane Toad",Ken Boykin,Jeff Lonneker,AAABB01100,776032,103751,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cane Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F71V5C74,https://www.sciencebase.gov/catalog/item/58fa3f66e4b0b7ea545248bc
aCASAx,Calfifornia Giant Salamander,Dicamptodon ensatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Calfifornia Giant Salamander (Dicamptodon ensatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7X34VQ9.",United States,"Dicamptodon ensatus, Calfifornia Giant Salamander",Ken Boykin,Steve Williams,AAAAH01020,173743,105355,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Calfifornia Giant Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7X34VQ9,https://www.sciencebase.gov/catalog/item/58fa3f6ae4b0b7ea545248c0
aCATOx,Canadian Toad,Anaxyrus hemiophrys,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Canadian Toad (Anaxyrus hemiophrys) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7SB440C.",United States,"Anaxyrus hemiophrys, Canadian Toad",Ken Boykin,Jeff Lonneker,AAABB01080,773521,104328,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Canadian Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7SB440C,https://www.sciencebase.gov/catalog/item/58fa3f6de4b0b7ea545248c4
aCATRx,California Treefrog,Pseudacris cadaverina,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Treefrog (Pseudacris cadaverina) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7NK3C8N.",United States,"Pseudacris cadaverina, California Treefrog",Ken Boykin,Jeff Lonneker,AAABC05080,550237,104128,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for California Treefrog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7NK3C8N,https://www.sciencebase.gov/catalog/item/58fa3f70e4b0b7ea545248c7
aCBSAx,Comal Blind Salamander,Eurycea tridentifera,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Comal Blind Salamander (Eurycea tridentifera) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7HT2MKC.",United States,"Eurycea tridentifera, Comal Blind Salamander",Ken Boykin,Steve Williams,AAAAD05100,173696,105210,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Comal Blind Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7HT2MKC,https://www.sciencebase.gov/catalog/item/58fa3f73e4b0b7ea545248ca
aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cliff Chirping Frog (Eleutherodactylus marnockii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7D50K77.",United States,"Eleutherodactylus marnockii, Cliff Chirping Frog",Ken Boykin,Jeff Lonneker,AAABD04230,550240,100042,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cliff Chirping Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7D50K77,https://www.sciencebase.gov/catalog/item/58fa3f76e4b0b7ea545248cd
aCCSAx,Cascade Caverns Salamander,Eurycea latitans,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cascade Caverns Salamander (Eurycea latitans) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F78C9TJD.",United States,"Eurycea latitans, Cascade Caverns Salamander",Ken Boykin,Steve Williams,AAAAD05030,208320,106058,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cascade Caverns Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F78C9TJD,https://www.sciencebase.gov/catalog/item/58fa3f79e4b0b7ea545248d1
aCFNEx,California Newt,Taricha torosa,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Newt (Taricha torosa) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F74M92T2.",United States,"Taricha torosa, California Newt",Ken Boykin,Jeff Lonneker,AAAAF02030,173622,104375,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for California Newt.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F74M92T2,https://www.sciencebase.gov/catalog/item/58fa3f7ce4b0b7ea545248d4
aCGSAx,Cope's Giant Salamander,Dicamptodon copei,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cope's Giant Salamander (Dicamptodon copei) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F70V8B29.",United States,"Dicamptodon copei, Cope's Giant Salamander",Ken Boykin,Steve Williams,AAAAH01010,173742,101509,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cope's Giant Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F70V8B29,https://www.sciencebase.gov/catalog/item/58fa3f80e4b0b7ea545248d8
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cope's Gray Treefrog (Hyla chrysoscelis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7W37TKX.",United States,"Hyla chrysoscelis, Cope's Gray Treefrog",Ken Boykin,Jeff Lonneker,AAABC02050,173502,103778,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cope's Gray Treefrog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7W37TKX,https://www.sciencebase.gov/catalog/item/58fa3f84e4b0b7ea545248dc
aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chamberlain's Dwarf Salamander (Eurycea chamberlaini) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7RB72VK.",United States,"Eurycea chamberlaini, Chamberlain's Dwarf Salamander",Matt Rubino,Jeff Lonneker,AAAAD05092,668289,101323,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Chamberlain's Dwarf Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7RB72VK,https://www.sciencebase.gov/catalog/item/58fa3f87e4b0b7ea545248df
aCHSAx,Cheoah Bald Salamander,Plethodon cheoah,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cheoah Bald Salamander (Plethodon cheoah) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7MK6B5Q.",United States,"Plethodon cheoah, Cheoah Bald Salamander",Matt Rubino,Jeff Lonneker,AAAAD12480,668318,104640,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cheoah Bald Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7MK6B5Q,https://www.sciencebase.gov/catalog/item/58fa3f8ae4b0b7ea545248e2
aCISSx,Channel Islands Slender Salamander,Batrachoseps pacificus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Channel Islands Slender Salamander (Batrachoseps pacificus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7GX48TV.",United States,"Batrachoseps pacificus, Channel Islands Slender Salamander",Ken Boykin,Jeff Lonneker,AAAAD02060,173709,105315,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Channel Islands Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7GX48TV,https://www.sciencebase.gov/catalog/item/58fa3f8de4b0b7ea545248e6
aCKSAx,Cow Knob Salamander,Plethodon punctatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cow Knob Salamander (Plethodon punctatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7C53J49.",United States,"Plethodon punctatus, Cow Knob Salamander",Matt Rubino,Steve Williams,AAAAD12140,173666,104349,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cow Knob Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7C53J49,https://www.sciencebase.gov/catalog/item/58fa3f90e4b0b7ea545248e9
aCLFRx,Chiricahua Leopard Frog,Lithobates chiricahuensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chiricahua Leopard Frog (Lithobates chiricahuensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F77D2SDK.",United States,"Lithobates chiricahuensis, Chiricahua Leopard Frog",Thomas Laxson,Jeff Lonneker,AAABH01080,775086,105648,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chiricahua Leopard Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F77D2SDK,https://www.sciencebase.gov/catalog/item/58fa3f93e4b0b7ea545248ed
aCLSAx,Clouded Salamander,Aneides ferreus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Clouded Salamander (Aneides ferreus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F73N21NS.",United States,"Aneides ferreus, Clouded Salamander",Matt Rubino,Nathan Tarr,AAAAD01020,173700,102082,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Clouded Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F73N21NS,https://www.sciencebase.gov/catalog/item/58fa3f97e4b0b7ea545248f0
aCMDSx,Carolina Mountain Dusky Salamander,Desmognathus carolinensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Carolina Mountain Dusky Salamander (Desmognathus carolinensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7ZW1J5H.",United States,"Desmognathus carolinensis, Carolina Mountain Dusky Salamander",Matt Rubino,Jeff Lonneker,AAAAD03130,550253,105137,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Carolina Mountain Dusky Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7ZW1J5H,https://www.sciencebase.gov/catalog/item/58fa3f9ae4b0b7ea545248f3
aCMSAx,Caddo Mountain Salamander,Plethodon caddoensis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Caddo Mountain Salamander (Plethodon caddoensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7V40SGJ.",United States,"Plethodon caddoensis, Caddo Mountain Salamander",Matt Rubino,Steve Williams,AAAAD12010,173652,100395,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Caddo Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7V40SGJ,https://www.sciencebase.gov/catalog/item/58fa3f9fe4b0b7ea545248f6
aCMTSx,Cheat Mountain Salamander,Plethodon nettingi,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cheat Mountain Salamander (Plethodon nettingi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QC01SN.",United States,"Plethodon nettingi, Cheat Mountain Salamander",Matt Rubino,Steve Williams,AAAAD12120,173664,101589,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cheat Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QC01SN,https://www.sciencebase.gov/catalog/item/58fa3fa3e4b0b7ea545248f9
aCOFRx,Columbia Spotted Frog,Rana luteiventris,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Columbia Spotted Frog (Rana luteiventris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7KP80D6.",United States,"Rana luteiventris, Columbia Spotted Frog",Ken Boykin,Jeff Lonneker,AAABH01290,550546,105087,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Columbia Spotted Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7KP80D6,https://www.sciencebase.gov/catalog/item/58fa3fa6e4b0b7ea54524900
