GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
aCFNEx,California Newt,Taricha torosa,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Newt (Taricha torosa) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Taricha torosa, California Newt",Ken Boykin,AAAAF02030,173622,104375,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for California Newt.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCGSAx,Cope's Giant Salamander,Dicamptodon copei,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cope's Giant Salamander (Dicamptodon copei) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Dicamptodon copei, Cope's Giant Salamander",Ken Boykin,AAAAH01010,173742,101509,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cope's Giant Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cope's Gray Treefrog (Hyla chrysoscelis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hyla chrysoscelis, Cope's Gray Treefrog",Ken Boykin,AAABC02050,173502,103778,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cope's Gray Treefrog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chamberlain's Dwarf Salamander (Eurycea chamberlaini) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Eurycea chamberlaini, Chamberlain's Dwarf Salamander",,AAAAD05092,668289,101323,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Chamberlain's Dwarf Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCHSAx,Cheoah Bald Salamander,Plethodon cheoah,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cheoah Bald Salamander (Plethodon cheoah) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon cheoah, Cheoah Bald Salamander",,AAAAD12480,668318,104640,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cheoah Bald Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCISSx,Channel Islands Slender Salamander,Batrachoseps pacificus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Channel Islands Slender Salamander (Batrachoseps pacificus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Batrachoseps pacificus, Channel Islands Slender Salamander",Ken Boykin,AAAAD02060,173709,105315,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Channel Islands Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCKSAx,Cow Knob Salamander,Plethodon punctatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cow Knob Salamander (Plethodon punctatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon punctatus, Cow Knob Salamander",Matthew Rubino,AAAAD12140,173666,104349,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cow Knob Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCLFRx,Chiricahua Leopard Frog,Lithobates chiricahuensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chiricahua Leopard Frog (Lithobates chiricahuensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lithobates chiricahuensis, Chiricahua Leopard Frog",Thomas Laxon,AAABH01080,775086,105648,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chiricahua Leopard Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCLSAx,Clouded Salamander,Aneides ferreus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Clouded Salamander (Aneides ferreus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aneides ferreus, Clouded Salamander",Matthew Rubino,AAAAD01020,173700,102082,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Clouded Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCMDSx,Carolina Mountain Dusky Salamander,Desmognathus carolinensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Carolina Mountain Dusky Salamander (Desmognathus carolinensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Desmognathus carolinensis, Carolina Mountain Dusky Salamander",,AAAAD03130,550253,105137,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Carolina Mountain Dusky Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCMSAx,Caddo Mountain Salamander,Plethodon caddoensis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Caddo Mountain Salamander (Plethodon caddoensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon caddoensis, Caddo Mountain Salamander",Matthew Rubino,AAAAD12010,173652,100395,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Caddo Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCMTSx,Cheat Mountain Salamander,Plethodon nettingi,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cheat Mountain Salamander (Plethodon nettingi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon nettingi, Cheat Mountain Salamander",,AAAAD12120,173664,101589,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cheat Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCOFRx,Columbia Spotted Frog,Rana luteiventris,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Columbia Spotted Frog (Rana luteiventris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Rana luteiventris, Columbia Spotted Frog",Jeff Lonneker,AAABH01290,550546,105087,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Columbia Spotted Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCOGSx,Coastal Giant Salamander,Dicamptodon tenebrosus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coastal Giant Salamander (Dicamptodon tenebrosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Dicamptodon tenebrosus, Coastal Giant Salamander",Ken Boykin,AAAAH01040,550242,104691,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Coastal Giant Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCOSAx,Coeur D'alene Salamander,Plethodon idahoensis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coeur D'alene Salamander (Plethodon idahoensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon idahoensis, Coeur D'alene Salamander",Ken Boykin,AAAAD12270,173659,100555,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Coeur D'alene Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCOSPx,Couch's Spadefoot,Scaphiopus couchii,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Couch's Spadefoot (Scaphiopus couchii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Scaphiopus couchii, Couch's Spadefoot",Ken Boykin,AAABF01020,173429,105658,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Couch's Spadefoot.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCPSAx,Cumberland Plateau Salamander,Plethodon kentucki,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cumberland Plateau Salamander (Plethodon kentucki) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon kentucki, Cumberland Plateau Salamander",Matthew Rubino,AAAAD12260,173661,105464,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cumberland Plateau Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCRFRx,Carpenter Frog,Lithobates virgatipes,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Carpenter Frog (Lithobates virgatipes) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lithobates virgatipes, Carpenter Frog",,AAABH01230,775123,105956,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Carpenter Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCRLFx,California Red-legged Frog,Rana draytonii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Red-legged Frog (Rana draytonii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Rana draytonii, California Red-legged Frog",Thomas Laxon,AAABH01022,207009,105364,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for California Red-legged Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCSFRx,Cascades Frog,Rana cascadae,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cascades Frog (Rana cascadae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Rana cascadae, Cascades Frog",Ken Boykin,AAABH01060,173450,103017,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Cascades Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCSLSx,California Slender Salamander,Batrachoseps attenuatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Slender Salamander (Batrachoseps attenuatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Batrachoseps attenuatus, California Slender Salamander",Ken Boykin,AAAAD02020,173706,100895,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for California Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aCSMSx,Chattahoochee Slimy Salamander,Plethodon chattahoochee,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chattahoochee Slimy Salamander (Plethodon chattahoochee) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon chattahoochee, Chattahoochee Slimy Salamander",,AAAAD12490,208281,732487,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chattahoochee Slimy Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
