"doi","title","pubdate","publisher","url","resourcetype","date","datetype","abstractdesc","abstractdesctype","subject","username","created","modified","status","datasource","datacite_creation_date","link_checking_status"
"doi:10.5066/F7MW2G7V","Columbina inca (Inca Dove) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb0e4b063d5d307e0a7","Dataset",,,"This dataset represents a species known range extent for Columbina inca (Inca Dove). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:53:44.991","2017-11-01 08:53:44.991","reserved",,,
"doi:10.5066/F7RN36Z5","Passerina cyanea (Indigo Bunting) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec0ae4b063d5d307e399","Dataset",,,"This dataset represents a species known range extent for Passerina cyanea (Indigo Bunting). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:53:31.773","2017-11-01 08:53:31.773","reserved",,,
"doi:10.5066/F7WD3ZPH","Passer domesticus (House Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec19e4b063d5d307e421","Dataset",,,"This dataset represents a species known range extent for Passer domesticus (House Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:53:03.009","2017-11-01 08:53:03.009","reserved",,,
"doi:10.5066/F7154G56","Toxostoma redivivum (California Thrasher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e229e4b063d5d307dcf5","Dataset",,,"This dataset represents a species known range extent for Toxostoma redivivum (California Thrasher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:52:45.753","2017-11-01 08:52:45.753","reserved",,,
"doi:10.5066/F74X56W6","Aimophila cassinii (Cassin's Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec6be4b063d5d307e6e7","Dataset",,,"This dataset represents a species known range extent for Aimophila cassinii (Cassin's Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:52:27.688","2017-11-01 08:52:27.688","reserved",,,
"doi:10.5066/F78K7872","Catherpes mexicanus (Canyon Wren) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec54e4b063d5d307e62b","Dataset",,,"This dataset represents a species known range extent for Catherpes mexicanus (Canyon Wren). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:52:15.194","2017-11-01 08:52:15.194","reserved",,,
"doi:10.5066/F7DB80ZC","Desmognathus ochrophaeus (Allegheny Mountain Dusky Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e239e4b063d5d307dd59","Dataset",,,"This dataset represents a species known range extent for Desmognathus ochrophaeus (Allegheny Mountain Dusky Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:52:02.487","2017-11-01 08:52:02.487","reserved",,,
"doi:10.5066/F7J38RN8","Ambystoma mabeei (Mabee's Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e27ae4b063d5d307ded7","Dataset",,,"This dataset represents a species known range extent for Ambystoma mabeei (Mabee's Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:51:50.042","2017-11-01 08:51:50.042","reserved",,,
"doi:10.5066/F7NV9HCP","Rana luteiventris (Columbia Spotted Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1bee4b063d5d307daab","Dataset",,,"This dataset represents a species known range extent for Rana luteiventris (Columbia Spotted Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:51:37.322","2017-11-01 08:51:37.322","reserved",,,
"doi:10.5066/F7SN083Z","Hydromantes brunus (Limestone Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebefe4b063d5d307e2af","Dataset",,,"This dataset represents a species known range extent for Hydromantes brunus (Limestone Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:51:25.223","2017-11-01 08:51:25.223","reserved",,,
"doi:10.5066/F7XD10T8","Eurycea wilderae (Blue Ridge Two-lined Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1e9e4b063d5d307db89","Dataset",,,"This dataset represents a species known range extent for Eurycea wilderae (Blue Ridge Two-lined Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:51:13.029","2017-11-01 08:51:13.029","reserved",,,
"doi:10.5066/F7251H9K","Dicamptodon ensatus (Calfifornia Giant Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb1e4b063d5d307e0b9","Dataset",,,"This dataset represents a species known range extent for Dicamptodon ensatus (Calfifornia Giant Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:51:00.712","2017-11-01 08:51:00.712","reserved",,,
"doi:10.5066/F75T3JM8","Hyla arenicolor (Canyon Treefrog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e29fe4b063d5d307dfab","Dataset",,,"This dataset represents a species known range extent for Hyla arenicolor (Canyon Treefrog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:50:48.849","2017-11-01 08:50:48.849","reserved",,,
"doi:10.5066/F79K49B0","Eurycea lucifuga (Cave Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e292e4b063d5d307df67","Dataset",,,"This dataset represents a species known range extent for Eurycea lucifuga (Cave Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:50:36.366","2017-11-01 08:50:36.366","reserved",,,
"doi:10.5066/F7FB522Q","Ambystoma texanum (Small-mouthed Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b8e4b063d5d307da91","Dataset",,,"This dataset represents a species known range extent for Ambystoma texanum (Small-mouthed Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:50:23.999","2017-11-01 08:50:23.999","reserved",,,
"doi:10.5066/F7K35SSN","Pseudobranchus striatus (Northern Dwarf Siren) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e278e4b063d5d307dec5","Dataset",,,"This dataset represents a species known range extent for Pseudobranchus striatus (Northern Dwarf Siren). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:50:11.413","2017-11-01 08:50:11.413","reserved",,,
"doi:10.5066/F7PV6JH2","Plethodon grobmani (Southeastern Slimy Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b7e4b063d5d307da89","Dataset",,,"This dataset represents a species known range extent for Plethodon grobmani (Southeastern Slimy Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:49:57.422","2017-11-01 08:49:57.422","reserved",,,
"doi:10.5066/F7TM7987","Batrachoseps relictus (Relictual Slender Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e233e4b063d5d307dd33","Dataset",,,"This dataset represents a species known range extent for Batrachoseps relictus (Relictual Slender Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:49:44.258","2017-11-01 08:49:44.258","reserved",,,
"doi:10.5066/F7ZC820Z","Desmognathus conanti (Spotted Dusky Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb5e4b063d5d307e0df","Dataset",,,"This dataset represents a species known range extent for Desmognathus conanti (Spotted Dusky Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:49:31.89","2017-11-01 08:49:31.89","reserved",,,
"doi:10.5066/F7319V0N","Eleutherodactylus guttilatus (Spotted Chirping Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebdae4b063d5d307e1ef","Dataset",,,"This dataset represents a species known range extent for Eleutherodactylus guttilatus (Spotted Chirping Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:49:19.454","2017-11-01 08:49:19.454","reserved",,,
"doi:10.5066/F76T0KQ6","Plethodon teyahalee (Southern Appalachian Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf7e4b063d5d307e2f1","Dataset",,,"This dataset represents a species known range extent for Plethodon teyahalee (Southern Appalachian Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:49:07.137","2017-11-01 08:49:07.137","reserved",,,
"doi:10.5066/F7BK1BFX","Batrachoseps luciae (Santa Lucia Mountains Slender Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebade4b063d5d307e08f","Dataset",,,"This dataset represents a species known range extent for Batrachoseps luciae (Santa Lucia Mountains Slender Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:48:54.601","2017-11-01 08:48:54.601","reserved",,,
"doi:10.5066/F7GB235N","Fratercula cirrhata (Tufted Puffin) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe3e4b063d5d307e237","Dataset",,,"This dataset represents a species known range extent for Fratercula cirrhata (Tufted Puffin). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:48:41.601","2017-11-01 08:48:41.601","reserved",,,
"doi:10.5066/F7M32TWK","Meleagris gallopavo mexicana (Mexican Turkey) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec68e4b063d5d307e6c9","Dataset",,,"This dataset represents a species known range extent for Meleagris gallopavo mexicana (Mexican Turkey). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:48:29.15","2017-11-01 08:48:29.15","reserved",,,
"doi:10.5066/F7QV3KNF","Ursus americanus (American Black Bear) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e250e4b063d5d307dde5","Dataset",,,"This dataset represents a species known range extent for Ursus americanus (American Black Bear). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:48:16.832","2017-11-01 08:48:16.832","reserved",,,
